Id,SalePrice
1461,114184.8131281587
1462,150208.73484649614
1463,171345.55276060334
1464,195375.643696059
1465,196180.77214703782
1466,169349.06591309616
1467,180526.29486894843
1468,163186.1860909682
1469,189471.2435657708
1470,121491.10503203773
1471,172283.00073621725
1472,102096.21336418217
1473,95841.27320745267
1474,144019.3258894339
1475,112994.6891967562
1476,351112.2468455866
1477,245879.25063614463
1478,300272.77229731466
1479,303624.58934736345
1480,483201.8027731492
1481,332692.57918181474
1482,218026.11116515225
1483,168968.0387961067
1484,168328.55997555426
1485,200095.58095392672
1486,190286.88854674654
1487,344134.2712331038
1488,232658.32780919512
1489,185374.5422062453
1490,234314.28590227856
1491,193163.1568394829
1492,91478.46175389989
1493,196082.08378000534
1494,292493.0498976416
1495,281176.2306923931
1496,232987.95792843457
1497,176212.19755678077
1498,184665.44518732466
1499,168540.97049630666
1500,162121.42335273247
1501,171819.87716541163
1502,155596.52107713817
1503,282139.44016209146
1504,251074.0874761538
1505,228334.29415637613
1506,189022.92584656578
1507,241863.21119669944
1508,194638.22598861155
1509,157007.25724629697
1510,145640.3376536738
1511,158376.3671490591
1512,169758.6546863072
1513,149144.34939636145
1514,149834.39369332668
1515,183313.1334983895
1516,151326.36432193374
1517,164205.12280652233
1518,130184.26999961946
1519,203412.45798310658
1520,126557.47323821519
1521,124634.15569997435
1522,172640.0673175959
1523,111325.87838048617
1524,119390.22616853946
1525,115981.08841947594
1526,108539.13315406365
1527,110678.42988718799
1528,133404.95424528624
1529,152640.5127179831
1530,210266.63501341554
1531,120005.18593833708
1532,102191.74214554892
1533,145127.6308678547
1534,125684.9034489232
1535,132696.95440049848
1536,106219.91876804759
1537,58996.15566901667
1538,144469.29072100934
1539,185821.08561328036
1540,85187.04826492832
1541,132341.482724377
1542,132816.2713755513
1543,172963.19317916094
1544,92563.56392748309
1545,116886.0275360997
1546,142486.99150644251
1547,131501.54782134105
1548,140091.52472733601
1549,126470.84110271116
1550,136396.55408772122
1551,107068.79402273236
1552,146013.70370416867
1553,135433.32640594413
1554,123013.70998041723
1555,150368.44197013177
1556,89155.77046347271
1557,96657.92484201961
1558,106474.16318192828
1559,69030.75239731265
1560,130364.07468129961
1561,112542.11418724668
1562,134782.65116914923
1563,121188.4024866893
1564,153282.81611126996
1565,143444.65782357065
1566,234209.4260191591
1567,80334.56763886624
1568,247760.37886205834
1569,123966.76904020445
1570,140815.91866249003
1571,109881.16706738157
1572,133827.65661023319
1573,215401.24585111643
1574,114079.82696637842
1575,229413.71095622252
1576,248282.5052735578
1577,183577.94852845304
1578,146074.5322824271
1579,139966.34062616705
1580,197993.33397313015
1581,157419.74620334126
1582,130707.12493528842
1583,280835.6449038584
1584,222872.34328106506
1585,137935.84835987186
1586,76899.1424101613
1587,110675.06346571608
1588,151706.8804680222
1589,94213.13231906272
1590,133203.6570545907
1591,89902.95400459194
1592,111853.87861588279
1593,140756.251545008
1594,129324.06578049205
1595,105521.21947840165
1596,212759.09794200183
1597,197507.16500191484
1598,225936.9376000577
1599,172326.2025217711
1600,165151.98024707113
1601,69289.55880162898
1602,112938.07714374953
1603,78849.27230857137
1604,257305.48169976397
1605,241509.39999351982
1606,166844.72469292628
1607,180992.8180691327
1608,225954.4695745676
1609,179187.42067648086
1610,150286.74997459434
1611,138299.10268246586
1612,167417.23189029802
1613,165698.18852100163
1614,127850.69027301196
1615,92567.31424283913
1616,79576.38610139939
1617,95333.31353821239
1618,135397.51131755256
1619,147965.8670249668
1620,159329.9810085855
1621,128043.49767881291
1622,152002.29824174475
1623,256596.0714408844
1624,201290.3539608005
1625,116547.18644673843
1626,172415.65437616795
1627,188118.05185682682
1628,275744.8599769216
1629,182628.61929618695
1630,326968.9080056916
1631,223562.81384757045
1632,229690.7631930186
1633,188041.80158087512
1634,189805.8626625671
1635,176512.74863365345
1636,156419.8006278656
1637,197935.33262254056
1638,176994.02504689043
1639,186093.23390357502
1640,247739.33683526132
1641,177653.81669691726
1642,250496.65786085473
1643,216357.86247394898
1644,242932.70216043034
1645,205878.385499357
1646,164284.8463380503
1647,160443.84497648248
1648,129014.90682866257
1649,146306.83819559633
1650,117565.89220303325
1651,121664.61123821615
1652,103088.98214880173
1653,106038.35554810558
1654,148869.86110490854
1655,136487.74597293432
1656,140795.7478068547
1657,152066.1266245144
1658,152283.95280728498
1659,125440.3845087483
1660,155855.32050675942
1661,404799.3463312015
1662,399473.29643351346
1663,362555.0757964316
1664,478122.2549978752
1665,305406.4782072595
1666,314748.75831555075
1667,368489.7116506036
1668,353238.2057927567
1669,317216.00095478474
1670,342680.29739745514
1671,261322.68010334586
1672,421221.37684201746
1673,296682.99857670435
1674,244965.90238184994
1675,194791.51802186595
1676,192359.46403631478
1677,213113.25860171518
1678,439164.42294679815
1679,390681.8585968793
1680,311716.19844593067
1681,244720.95609455055
1682,321115.8605286966
1683,193277.19439826568
1684,181552.04910859404
1685,176182.0807201832
1686,175776.47920873557
1687,174716.12948729904
1688,186824.30092170372
1689,195313.27351217388
1690,202669.25580965026
1691,195710.44447858873
1692,265523.9417635738
1693,174939.41028085133
1694,188061.07172995896
1695,176668.24299837346
1696,269589.1518968482
1697,180651.30268087782
1698,335019.5139528465
1699,322833.4204960753
1700,259090.83779482963
1701,267901.99069311697
1702,227290.77865138702
1703,236781.48032336473
1704,271289.6752814453
1705,249810.23743094635
1706,346107.43329859624
1707,206764.89767626126
1708,201131.72126480067
1709,257680.08839878082
1710,224225.70981519757
1711,283376.50489721354
1712,254158.0873197563
1713,273439.2257039623
1714,217028.2000038291
1715,211106.75287657516
1716,180297.4575399026
1717,188165.82349850985
1718,135212.49028356784
1719,204702.21666612322
1720,227816.52454650126
1721,157853.81558082384
1722,119581.16332361408
1723,150850.29228460768
1724,201679.04325699597
1725,248147.32819259018
1726,185524.2199526969
1727,150053.87729314293
1728,176827.24373954086
1729,169484.46933956753
1730,149739.20038269524
1731,121098.3784518953
1732,129264.75561984917
1733,109749.08258569211
1734,121788.40602477592
1735,127616.48945652996
1736,110050.6337860008
1737,295655.02368525014
1738,254516.9236808915
1739,244979.6258062849
1740,206047.12844613477
1741,185457.97124287332
1742,170138.00591532805
1743,182174.4070123538
1744,330844.8545765986
1745,206240.28309651234
1746,195899.19778918586
1747,207687.4933062516
1748,224440.34491671613
1749,139265.96932703588
1750,116694.20820270467
1751,251216.87882739626
1752,119541.96062815824
1753,145849.48658887375
1754,194942.92740655656
1755,157415.26507409674
1756,135877.8263670375
1757,124861.25417167917
1758,148786.81456064474
1759,160004.44810351692
1760,165191.01768068623
1761,134503.77707423287
1762,184148.23120874018
1763,185409.50517122677
1764,118119.10154485801
1765,153241.4339162502
1766,198737.34020890444
1767,209546.0156509127
1768,141097.9174499329
1769,172429.88014537387
1770,162542.40738523702
1771,114159.68647129742
1772,128020.19407670348
1773,127686.75552431495
1774,140427.2500503183
1775,151083.71802541555
1776,135495.64064894835
1777,113283.31877253488
1778,141890.3782103266
1779,127135.82895042049
1780,171014.27310563397
1781,123316.07395466368
1782,91310.03146863126
1783,143770.79102388045
1784,107987.49841782349
1785,120439.08503354738
1786,153164.13359251423
1787,163520.92597646182
1788,64688.83142222502
1789,100255.03664170501
1790,87798.97962397194
1791,198859.87730145626
1792,151367.4450673249
1793,128372.1757616631
1794,158348.6134295442
1795,133241.37774744225
1796,138861.71825074832
1797,112245.8748596988
1798,120739.20797034331
1799,112924.6527731965
1800,129764.58128178258
1801,124889.58814300394
1802,136389.13793734764
1803,148905.2355509617
1804,137002.41951458587
1805,139558.74060084677
1806,126032.75998801748
1807,137143.5115775579
1808,120499.68954283229
1809,119941.78517594226
1810,136466.7341969952
1811,84267.33069405914
1812,93590.79357157883
1813,125496.8060393773
1814,103868.26024788398
1815,59650.06444542455
1816,99899.9157529742
1817,102302.40305421132
1818,134218.16416202544
1819,127329.52388517732
1820,61309.61201016535
1821,116499.26975594921
1822,156063.28258812326
1823,51318.493508307794
1824,124752.2872021925
1825,144270.13392428274
1826,107635.03048266532
1827,102040.30756078316
1828,131182.3898077042
1829,129763.18537210306
1830,138024.02517159953
1831,135636.85186325468
1832,73681.69194486867
1833,141476.38246561165
1834,117398.78353312473
1835,107150.54899960326
1836,116420.15158483374
1837,82851.8702047798
1838,121961.82883790694
1839,116195.11180817637
1840,140233.63347114326
1841,129613.07292749821
1842,101006.30503669256
1843,124896.99959050312
1844,152285.23636103442
1845,147186.6735010844
1846,154918.63542349316
1847,175157.30564163945
1848,57846.62195409519
1849,105775.68897964466
1850,118227.37599951364
1851,140540.85993090906
1852,134676.26283772298
1853,122390.41571511225
1854,156796.75603965265
1855,149603.53967456007
1856,234304.86204633914
1857,123883.25111331948
1858,131803.9299115089
1859,117582.05413372362
1860,145271.37972264102
1861,116783.70670938598
1862,366290.89642797475
1863,342912.89955233503
1864,342935.0181918282
1865,329331.2800181357
1866,324846.784357538
1867,224260.59337935172
1868,270743.3573969791
1869,207257.31106719136
1870,221435.3310706436
1871,262897.19711255975
1872,175405.3102250206
1873,242404.34403850627
1874,153495.9126424842
1875,189727.5378662266
1876,203135.5452773249
1877,203285.2890222304
1878,205398.57114193123
1879,126940.91622855538
1880,130218.88561272308
1881,238829.0580129808
1882,235482.9581500976
1883,182743.045821505
1884,198829.5407004366
1885,218239.24276130763
1886,271898.75233154814
1887,216163.6958410719
1888,264285.34918355435
1889,170180.14520309164
1890,111853.10917507252
1891,127700.31312529213
1892,97049.36422616788
1893,125491.84418475835
1894,122008.19499043457
1895,127473.7899134339
1896,125208.87745878403
1897,115641.65855442805
1898,111170.6105829453
1899,168266.2568145139
1900,157612.8862982256
1901,178212.16298576794
1902,150672.01166630394
1903,244133.54509225732
1904,140136.97583520212
1905,197380.5457949811
1906,139668.977889464
1907,188283.8692119641
1908,115446.95342038508
1909,143921.2283066818
1910,125408.42106546018
1911,224441.9738484828
1912,322386.2160145513
1913,134724.14230193934
1914,68167.3774049849
1915,293817.00723938673
1916,59368.05482269042
1917,225959.63912451264
1918,143931.07062861873
1919,165319.8472645857
1920,148057.65698550228
1921,346725.9323720948
1922,298825.76329558773
1923,238135.76201357745
1924,233086.6924875822
1925,195275.48908546657
1926,342264.3608646403
1927,128266.45619032494
1928,158750.68728795316
1929,119313.73613866227
1930,130618.70650296552
1931,134501.87889599043
1932,131408.84300826938
1933,193921.50621205303
1934,177682.05065749484
1935,171443.53275597646
1936,188860.40216735474
1937,183201.6463250126
1938,166687.46733914793
1939,242411.4241261891
1940,190869.28585694212
1941,165875.5828411525
1942,175949.8182224011
1943,225877.71503659035
1944,391530.64635157527
1945,387121.7931461019
1946,120120.76699384046
1947,255490.1660654331
1948,163819.58893503327
1949,248262.85270075945
1950,187953.5763734423
1951,229055.7238529697
1952,203410.16529085595
1953,167893.30078491132
1954,181375.4925577747
1955,132087.13867989398
1956,325783.07650490396
1957,143428.21743204098
1958,291684.8996775225
1959,147225.79240262115
1960,111591.5299616076
1961,131393.5382842425
1962,98625.26023123221
1963,106230.83912972354
1964,105555.71687715311
1965,147714.82278598117
1966,136837.02953638145
1967,292868.14062757365
1968,425558.3652972282
1969,364221.6994518696
1970,402019.4313651736
1971,478253.96724908927
1972,363550.15614772437
1973,287639.17805841163
1974,347725.28087764164
1975,488663.19688994234
1976,277434.8724809671
1977,351218.5454581873
1978,348632.62858616083
1979,311733.96459988866
1980,191145.9985512414
1981,318685.3884835009
1982,222969.4678757531
1983,213750.90874873823
1984,168983.41483944724
1985,225463.79614393387
1986,203944.87337117977
1987,187404.54884202455
1988,175423.8390278243
1989,189633.13352399148
1990,207022.96020430478
1991,230185.11500080695
1992,214140.74485208813
1993,174254.4414246878
1994,222230.99458913054
1995,180479.74129465464
1996,250786.9354061021
1997,310871.8418939473
1998,279754.97063210723
1999,293324.211014336
2000,327185.2973672805
2001,287593.0657933649
2002,241376.8137987346
2003,249127.54296383492
2004,291996.19962335756
2005,225331.89523881683
2006,225309.5529633945
2007,247705.29953981334
2008,215589.77429944256
2009,203820.84137711438
2010,191742.67996156408
2011,138697.26820119668
2012,176994.6302427188
2013,178388.84636799726
2014,183719.17820239946
2015,208308.8081428064
2016,193758.18734665637
2017,194392.59750688748
2018,122387.58962739634
2019,134382.43190454095
2020,96836.38163007484
2021,103901.70162935242
2022,181711.5344370378
2023,138698.15013290933
2024,287581.1372460617
2025,370697.38748811325
2026,183395.55798450095
2027,170046.32339219342
2028,152072.78149130155
2029,170304.7981029141
2030,259479.90526915155
2031,231339.1684152281
2032,253585.7123055029
2033,251246.78413240338
2034,185488.2262894093
2035,225164.24109205126
2036,204919.01554765902
2037,222067.9153387888
2038,340061.2380936073
2039,225078.46324479138
2040,300767.6866267405
2041,286424.2095508943
2042,210870.30720354983
2043,178533.52311437452
2044,167615.39455634746
2045,207175.51058340745
2046,155796.88358069633
2047,135592.22241543073
2048,147587.32367743712
2049,144936.86727177407
2050,167325.694403434
2051,104535.05696766295
2052,125617.24769320716
2053,150955.31039335942
2054,98390.24810554723
2055,147140.66192920489
2056,153658.4119240516
2057,111067.71565179642
2058,206001.19797592465
2059,131237.86752019293
2060,172289.3584944333
2061,166077.54740927828
2062,126630.43101883841
2063,125661.84733788474
2064,134775.06166133942
2065,114837.75405290523
2066,162791.72812629532
2067,116422.84705087512
2068,146870.95231655941
2069,82763.50324117532
2070,117934.77898222934
2071,104980.80353380382
2072,136664.39261701645
2073,126199.50060582669
2074,178340.11223488153
2075,145499.9612834213
2076,119704.94095425289
2077,156471.28159983666
2078,123827.81367370233
2079,131070.77272449287
2080,117601.06483339377
2081,127512.90549841663
2082,113864.61648104973
2083,147796.55825036578
2084,115425.1932605277
2085,112851.23635817465
2086,109422.16646421462
2087,116752.28943502228
2088,90798.93275465097
2089,89817.98629005681
2090,124669.9159178032
2091,105081.48585880305
2092,117881.13091020191
2093,102140.23973021012
2094,107065.40988071474
2095,151350.34581147134
2096,92606.13987823974
2097,99347.38915068923
2098,146734.2115229094
2099,62132.50252867375
2100,68600.89829235694
2101,107799.966840017
2102,121835.90294164517
2103,109905.99785898231
2104,138956.31960826818
2105,125426.24871978606
2106,61912.579359590054
2107,179807.5038610078
2108,114730.3624729175
2109,107272.98790984463
2110,111716.49714580683
2111,128220.25488827568
2112,135811.30970341337
2113,119990.33178396993
2114,115872.15174239896
2115,161622.31072497103
2116,117620.51401202659
2117,141370.821344151
2118,128873.73899486985
2119,114996.03906750877
2120,116424.78079798445
2121,96822.34836385364
2122,119801.53501183508
2123,91150.77784223051
2124,161592.52111539617
2125,117997.85172546636
2126,152892.2446549652
2127,173578.67542728962
2128,124421.88277428798
2129,86456.96674104019
2130,124254.17433491044
2131,139702.8140690626
2132,102946.13825029197
2133,122438.76751226225
